wallet,score,total_tx,deposit_count,borrow_count,repay_count,liquidation_count,borrow_to_deposit,repay_to_borrow,active_days,avg_usd_deposit,avg_usd_borrow
0x002aea16059a7d4bef638a03b61a9e80ef07e745,524,41,12,10,5,0,0.7692307692307693,0.45454545454545453,82.66001157407408,1.7382840699847393e+20,9.6229959821051e+19
0x002bb13a55bf4525f02717708dd4534ecc475193,500,2,2,0,0,0,0.0,0.0,0.000787037037037037,1570775.6514289707,0.0
0x002c77a71d54e6da4b28690fe1676752a74a67eb,500,1,1,0,0,0,0.0,0.0,0.0,1159747.3478486582,0.0
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,506,5,2,1,1,0,0.3333333333333333,0.5,18.024618055555557,1.7737936875256342e+17,2722530.9172016466
0x002d2715b179d0db3e17cc28317a98f2f65e6884,343,253,98,64,38,0,0.6464646464646465,0.5846153846153846,101.88613425925926,1.752066001563629e+21,4.9342269752372947e+20
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,500,1,1,0,0,0,0.0,0.0,0.0,1.0583110892772929e+18,0.0
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,340,29,5,5,16,0,0.8333333333333334,2.6666666666666665,128.74545138888888,1.5082458652530665e+21,901492416.6257095
0x002de04d579930686698abab5f48bda0b24fb9fc,530,85,32,13,15,0,0.3939393939393939,1.0714285714285714,80.3359375,1.4242535116585765e+21,3312895884.846562
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,498,4,1,1,1,0,0.5,0.5,0.0015277777777777779,8.185806955103062e+21,2.49553326724266e+21
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,523,6,1,0,0,0,0.0,0.0,71.94774305555555,15030517.322502183,0.0
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,500,1,1,0,0,0,0.0,0.0,0.0,12361.424916557984,0.0
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,539,108,61,26,12,0,0.41935483870967744,0.4444444444444444,105.19599537037037,1.164568914317854e+20,5.568139841066256e+18
0x0030040e8d836ac3e546c354f9b373e70a14deeb,500,2,0,0,0,0,0.0,0.0,0.0028472222222222223,0.0,0.0
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,515,58,35,23,0,0,0.6388888888888888,0.0,40.67474537037037,4.656494827238604e+20,2.1374059005257633e+20
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,500,1,1,0,0,0,0.0,0.0,0.0,1.815047297099417e+18,0.0
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,511,3,1,0,0,0,0.0,0.0,33.31018518518518,196715978.06694213,0.0
0x003094a91a3b5523bc601b221f80183bd347e9ae,502,2,2,0,0,0,0.0,0.0,5.458726851851852,1129804.9391017237,0.0
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,500,1,1,0,0,0,0.0,0.0,0.0,4.768792449483425e+16,0.0
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,530,67,37,11,11,0,0.2894736842105263,0.9166666666666666,73.14305555555555,2.5613323307515144e+21,4.977641891753184e+21
0x0030de8f624d2b2513c6dbbff788bb109b80304d,500,1,1,0,0,0,0.0,0.0,0.0,1.0031586054611734e+18,0.0
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,500,2,2,0,0,0,0.0,0.0,0.0007638888888888889,4504363819163.603,0.0
